business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,09:00,3000374,1779420900.0,1779424200.0,1779421020.0,1779424320.0,6.2,6.4,100748,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,15:30,3000375,1779444000.0,1779447600.0,1779444120.0,1779447720.0,6.2,6.4,100749,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,15:30,3000375,1779444300.0,1779447600.0,1779444420.0,1779447720.0,6.2,6.4,100750,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,15:30,3000376,1779444000.0,1779447600.0,1779444120.0,1779447720.0,6.2,6.4,100751,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,15:30,3000376,1779444300.0,1779447600.0,1779444420.0,1779447720.0,6.2,6.4,100752,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,09:00,3000377,1779420600.0,1779424200.0,1779420720.0,1779424320.0,6.2,6.4,100753,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,09:00,3000377,1779420900.0,1779424200.0,1779421020.0,1779424320.0,6.2,6.4,100754,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,09:00,3000378,1779420600.0,1779424200.0,1779420720.0,1779424320.0,6.2,6.4,100755,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,09:00,3000378,1779420900.0,1779424200.0,1779421020.0,1779424320.0,6.2,6.4,100756,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,15:30,3000379,1779444000.0,1779447600.0,1779444120.0,1779447720.0,6.2,6.4,100757,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,15:30,3000379,1779444300.0,1779447600.0,1779444420.0,1779447720.0,6.2,6.4,100758,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,15:30,3000380,1779444000.0,1779447600.0,1779444120.0,1779447720.0,6.2,6.4,100759,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-22,15:30,3000380,1779444300.0,1779447600.0,1779444420.0,1779447720.0,6.2,6.4,100760,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000381,1779507000.0,1779510600.0,1779507900.0,1779511500.0,6.2,6.4,100761,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000381,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100762,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000382,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100763,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000382,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100764,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000383,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100765,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000383,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100766,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000384,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100767,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000384,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100768,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000385,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100769,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000385,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100770,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000386,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100771,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000386,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100772,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000387,1779530400.0,1779534000.0,1779531300.0,1779534900.0,6.2,6.4,100773,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000387,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100774,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000388,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100775,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000388,1779530700.0,1779534000.0,,,6.2,6.4,100776,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000389,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100777,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000389,1779507300.0,1779510600.0,1779508200.0,1779511500.0,6.2,6.4,100778,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000390,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100779,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000390,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100780,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000391,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100781,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000391,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100782,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000392,1779530400.0,1779534000.0,1779531300.0,1779534900.0,6.2,6.4,100783,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000392,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100784,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000393,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100785,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000393,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100786,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000394,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100787,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000394,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100788,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000395,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100789,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000395,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100790,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000396,1779530400.0,1779534000.0,1779531300.0,1779534900.0,6.2,6.4,100791,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000396,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100792,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000397,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100793,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,09:00,3000397,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100794,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000398,1779507000.0,1779510600.0,1779507120.0,1779510720.0,6.2,6.4,100795,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,09:00,3000398,1779507300.0,1779510600.0,1779507420.0,1779510720.0,6.2,6.4,100796,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000399,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100797,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-23,15:30,3000399,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100798,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000400,1779530400.0,1779534000.0,1779530520.0,1779534120.0,6.2,6.4,100799,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-23,15:30,3000400,1779530700.0,1779534000.0,1779530820.0,1779534120.0,6.2,6.4,100800,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000401,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100801,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000401,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100802,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000402,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100803,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000402,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100804,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000403,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100805,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000403,1779617100.0,1779620400.0,1779618000.0,1779621300.0,6.2,6.4,100806,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000404,1779616800.0,1779620400.0,1779617700.0,1779621300.0,6.2,6.4,100807,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000404,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100808,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000405,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100809,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000405,1779593700.0,1779597000.0,1779594600.0,1779597900.0,6.2,6.4,100810,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000406,1779593400.0,1779597000.0,1779594300.0,1779597900.0,6.2,6.4,100811,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000406,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100812,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000407,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100813,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000407,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100814,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000408,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100815,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000408,1779617100.0,1779620400.0,,,6.2,6.4,100816,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000409,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100817,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000409,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100818,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000410,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100819,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000410,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100820,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000411,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100821,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000411,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100822,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000412,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100823,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000412,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100824,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000413,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100825,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000413,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100826,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000414,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100827,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000414,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100828,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000415,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100829,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000415,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100830,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000416,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100831,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000416,1779617100.0,1779620400.0,1779617220.0,1779620520.0,6.2,6.4,100832,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000417,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100833,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,09:00,3000417,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100834,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000418,1779593400.0,1779597000.0,1779593520.0,1779597120.0,6.2,6.4,100835,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,09:00,3000418,1779593700.0,1779597000.0,1779593820.0,1779597120.0,6.2,6.4,100836,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000419,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100837,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-24,15:30,3000419,1779617100.0,1779620400.0,1779618000.0,1779621300.0,6.2,6.4,100838,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000420,1779616800.0,1779620400.0,1779616920.0,1779620520.0,6.2,6.4,100839,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-24,15:30,3000420,1779617100.0,1779620400.0,1779618000.0,1779621300.0,6.2,6.4,100840,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000421,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100841,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000421,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100842,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000422,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100843,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000422,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100844,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000423,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100845,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000423,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100846,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000424,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100847,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000424,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100848,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000425,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100849,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000425,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100850,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000426,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100851,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000426,1779680100.0,1779683400.0,1779681000.0,1779684300.0,6.2,6.4,100852,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000427,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100853,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000427,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100854,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000428,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100855,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000428,1779703500.0,1779706800.0,,,6.2,6.4,100856,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000429,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100857,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000429,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100858,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000430,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100859,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000430,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100860,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000431,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100861,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000431,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100862,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000432,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100863,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000432,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100864,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000433,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100865,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000433,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100866,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000434,1779679800.0,1779683400.0,1779680700.0,1779684300.0,6.2,6.4,100867,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000434,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100868,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000435,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100869,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000435,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100870,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000436,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100871,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000436,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100872,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000437,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100873,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3000437,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100874,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000438,1779679800.0,1779683400.0,1779679920.0,1779683520.0,6.2,6.4,100875,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,09:00,3000438,1779680100.0,1779683400.0,1779680220.0,1779683520.0,6.2,6.4,100876,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000439,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100877,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,15:30,3000439,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100878,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000440,1779703200.0,1779706800.0,1779703320.0,1779706920.0,6.2,6.4,100879,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-25,15:30,3000440,1779703500.0,1779706800.0,1779703620.0,1779706920.0,6.2,6.4,100880,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,09:00,3000441,1779766200.0,1779769800.0,1779767100.0,1779770700.0,6.2,6.4,100881,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,09:00,3000441,1779766500.0,1779769800.0,1779766620.0,1779769920.0,6.2,6.4,100882,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-26,09:00,3000442,1779766200.0,1779769800.0,1779766320.0,1779769920.0,6.2,6.4,100883,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-26,09:00,3000442,1779766500.0,1779769800.0,1779766620.0,1779769920.0,6.2,6.4,100884,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,15:30,3000443,1779789600.0,1779793200.0,1779789720.0,1779793320.0,6.2,6.4,100885,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,15:30,3000443,1779789900.0,1779793200.0,1779790020.0,1779793320.0,6.2,6.4,100886,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-26,15:30,3000444,1779789600.0,1779793200.0,1779789720.0,1779793320.0,6.2,6.4,100887,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-26,15:30,3000444,1779789900.0,1779793200.0,1779790020.0,1779793320.0,6.2,6.4,100888,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,09:00,3000445,1779766200.0,1779769800.0,1779766320.0,1779769920.0,6.2,6.4,100889,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,09:00,3000445,1779766500.0,1779769800.0,1779766620.0,1779769920.0,6.2,6.4,100890,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-26,09:00,3000446,1779766200.0,1779769800.0,1779766320.0,1779769920.0,6.2,6.4,100891,Planned,MALE,employee,Boarded,,False
